"archive_path","uncompressed_bytes","extension","preliminary_classification","classification_reason","public_repository_action","final_decision","reviewer_notes"
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed0__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201335/stage1_switches_reduce.json","822",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed0__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201335/stage1_weights.pt","3025416",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed0__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201335/stage2_switches_normal.json","570",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed0__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201335/stage2_switches_reduce.json","570",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed0__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201335/stage2_weights.pt","3108390",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed0__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201335/stage3_switches_normal.json","318",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed0__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201335/stage3_switches_reduce.json","318",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed0__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-201335/stage3_weights.pt","2283482",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_final_normal.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_final_reduce.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_stage1_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_stage1_normal_local.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_stage1_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_stage1_reduce_local.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_stage2_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_stage2_normal_local.npy","408",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_stage2_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_stage2_reduce_local.npy","408",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_stage3_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_stage3_normal_local.npy","296",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_stage3_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/arch_probs_stage3_reduce_local.npy","296",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/final_ops_normal.csv","212",".csv","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/final_ops_reduce.csv","212",".csv","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/final_switches_normal.json","240",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/final_switches_reduce.json","240",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/genotype.json","1072",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/genotype.txt","417",".txt","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/run_args.json","1209",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/search.log","74071",".log","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/stage1_switches_normal.json","822",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/stage1_switches_reduce.json","822",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/stage1_weights.pt","3025416",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/stage2_switches_normal.json","570",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/stage2_switches_reduce.json","570",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/stage2_weights.pt","3162638",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/stage3_switches_normal.json","318",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/stage3_switches_reduce.json","318",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed1__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-093707/stage3_weights.pt","2015428",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/arch_probs_stage1_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/arch_probs_stage1_normal_local.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/arch_probs_stage1_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/arch_probs_stage1_reduce_local.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/arch_probs_stage2_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/arch_probs_stage2_normal_local.npy","408",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/arch_probs_stage2_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/arch_probs_stage2_reduce_local.npy","408",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/run_args.json","1209",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/search.log","66990",".log","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/stage1_switches_normal.json","822",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/stage1_switches_reduce.json","822",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/stage1_weights.pt","3025416",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/stage2_switches_normal.json","570",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/stage2_switches_reduce.json","570",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/32/ISIC_search__ISIC2019__n6__seed2__img32__bs32__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251220-224907/stage2_weights.pt","3060994",".pt","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/_BATCH_LEDGER.csv","7720",".csv","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/64/_SEARCH_LEDGER.csv","8695",".csv","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/64/genotypes/10/genotype0.txt","418",".txt","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/64/genotypes/10/genotype1.txt","418",".txt","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/64/genotypes/10/genotype2.txt","418",".txt","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/64/genotypes/6/genotype0.txt","418",".txt","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/64/genotypes/6/genotype1.txt","418",".txt","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/64/genotypes/6/genotype2.txt","418",".txt","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/64/genotypes/8/genotype0.txt","418",".txt","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/64/genotypes/8/genotype1.txt","418",".txt","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/64/genotypes/8/genotype2.txt","418",".txt","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_final_normal.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_final_reduce.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_stage1_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_stage1_normal_local.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_stage1_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_stage1_reduce_local.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_stage2_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_stage2_normal_local.npy","408",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_stage2_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_stage2_reduce_local.npy","408",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_stage3_normal_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_stage3_normal_local.npy","296",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_stage3_reduce_global.npy","576",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/arch_probs_stage3_reduce_local.npy","296",".npy","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/final_ops_normal.csv","212",".csv","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/final_ops_reduce.csv","212",".csv","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/final_switches_normal.json","273",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/final_switches_reduce.json","273",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/genotype.json","1153",".json","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/genotype.txt","418",".txt","EXTRACT_CANONICAL_RESULT","Compact genotype or metric artifact potentially relevant to the scientific record.","Reconcile with the manuscript before publishing a normalized result record.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/run_args.json","1312",".json","PRESERVE_PRIVATE","Historical experiment artifact, ledger, prediction record, or generated output.","Retain privately until canonical-result reconciliation.","",""
"PDARTS/output/search_runs/Batch/64/ISIC_search__ISIC2019__n10__seed0__img32__bs64__lr0.025__wd0.0003__archlr0.0006__eps25x3__20251219-014721/search.log","50688",".log","PRESERVE_PRIVATE","Large checkpoint, numerical intermediate, or detailed historical execution log.","Keep outside Git; publish only compact provenance summaries.","",""
